1,4.192771084,24.4211391,47.56380066,27.56516977,32.28066813,6.764512596,7.244249726,5.239594743,6.355147864
4.13033954,1,15.78504929,8.348849945,9.894304491,11.23493976,6.960295728,5.492606791,1.280668127,2.237404162
23.14868565,14.47316539,1,206.8121577,89.57064622,139.2568456,53.25575027,53.35405257,25.08899233,32.06845564
49.26725082,8.439485214,209.2661555,1,126.8258488,115.0194414,64.85131435,16.79408543,12.09529025,23.59145674
22.90224535,8.96577218,88.89266156,113.3003834,1,107.8077766,36.69386637,11.99726177,8.918948521,10.64895947
32.40251917,10.77875137,136.8535049,113.6919496,111.8168127,1,43.1067908,19.86363636,26.64594743,6.57803943
4.414841183,6.93592552,53.60186199,63.40799562,38.01286966,43.07393209,1,14.40744797,5.389101862,13.82475356
7.102683461,5.308050383,52.80805038,16.7135816,12.3992333,20.04791895,14.32940854,1,3.21796276,11.93674699
5.196056955,1.200438116,25.05257393,12.03833516,9.148685652,25.55777656,5.375684556,3.213033954,1,1.358707558
6.132803943,2.218510405,30.68537788,22.57940854,10.78587076,6.690854326,12.70071194,11.93400876,1.367196057,1
