0,458.2568456,2030.301205,6924.752738,2578.690307,4030.37103,304.0221796,825.4468784,717.5271084,604.0041073
457.7450712,0,1220.668127,1181.990964,1160.062158,1449.097481,825.5145126,278.2324754,99.67771084,257.07092
1973.627327,1173.380887,0,31661.02848,8388.743976,14944.14403,4726.883078,4567.670044,2802.231106,3446.638554
6984.058872,1185.469606,32178.08899,0,16666.80285,16742.59666,9670.820372,2800.932092,1918.935652,3989.722344
2416.491785,1096.512596,8726.312432,15006.34474,0,13027.00301,3997.363636,1500.849124,1142.004381,1305.199617
4029.25,1438.597481,15101.0701,16710.52163,13468.18428,0,5471.04299,2909.351314,3969.79299,954.6579956
276.0687295,818.1040526,4717.466867,9665.411008,4005.328861,5502.642935,0,1638.869934,712.0232749,1510.948795
831.6596386,272.2910734,4631.624315,2814.801205,1606.708653,2943.943866,1645.126506,0,217.3639102,1467.953724
731.5854326,106.3803395,2882.291621,1910.457558,1249.384721,3837.865279,741.5846112,224.5410734,0,191.8658269
597.9874042,267.6497809,3444.958105,3834.83379,1293.173604,961.4794633,1447.953998,1466.715498,179.4904162,0
